運動中心,運動種類,場地,日期,時間
內湖,羽球,羽5,2024/12/16,06:00~07:00
內湖,羽球,羽6,2024/12/16,06:00~07:00
內湖,羽球,羽1,2024/12/16,07:00~08:00
內湖,羽球,羽2,2024/12/16,07:00~08:00
內湖,羽球,羽5,2024/12/16,09:00~10:00
內湖,羽球,羽5,2024/12/16,11:00~12:00
內湖,羽球,羽1,2024/12/16,13:00~14:00
內湖,羽球,羽2,2024/12/16,13:00~14:00
內湖,羽球,羽3,2024/12/16,13:00~14:00
內湖,羽球,羽4,2024/12/16,13:00~14:00
內湖,羽球,羽1,2024/12/16,14:00~15:00
內湖,羽球,羽3,2024/12/16,14:00~15:00
內湖,羽球,羽1,2024/12/16,15:00~16:00
內湖,羽球,羽3,2024/12/16,15:00~16:00
內湖,羽球,羽2,2024/12/16,16:00~17:00
內湖,羽球,羽3,2024/12/16,16:00~17:00
內湖,羽球,羽4,2024/12/16,16:00~17:00
內湖,羽球,羽5,2024/12/16,16:00~17:00
內湖,羽球,羽6,2024/12/16,16:00~17:00
內湖,羽球,羽2,2024/12/16,17:00~18:00
內湖,羽球,羽5,2024/12/16,17:00~18:00
內湖,羽球,羽6,2024/12/16,17:00~18:00
內湖,羽球,羽1,2024/12/17,06:00~07:00
內湖,羽球,羽2,2024/12/17,06:00~07:00
內湖,羽球,羽3,2024/12/17,06:00~07:00
內湖,羽球,羽4,2024/12/17,06:00~07:00
內湖,羽球,羽5,2024/12/17,06:00~07:00
內湖,羽球,羽6,2024/12/17,06:00~07:00
內湖,羽球,羽1,2024/12/17,07:00~08:00
內湖,羽球,羽2,2024/12/17,07:00~08:00
內湖,羽球,羽3,2024/12/17,07:00~08:00
內湖,羽球,羽4,2024/12/17,07:00~08:00
內湖,羽球,羽5,2024/12/17,07:00~08:00
內湖,羽球,羽6,2024/12/17,07:00~08:00
內湖,羽球,羽5,2024/12/17,08:00~09:00
內湖,羽球,羽6,2024/12/17,08:00~09:00
內湖,羽球,羽5,2024/12/17,11:00~12:00
內湖,羽球,羽6,2024/12/17,11:00~12:00
內湖,羽球,羽5,2024/12/17,13:00~14:00
內湖,羽球,羽5,2024/12/17,14:00~15:00
內湖,羽球,羽6,2024/12/17,14:00~15:00
內湖,羽球,羽1,2024/12/17,16:00~17:00
內湖,羽球,羽2,2024/12/17,16:00~17:00
內湖,羽球,羽2,2024/12/17,17:00~18:00
內湖,羽球,羽3,2024/12/17,17:00~18:00
內湖,羽球,羽4,2024/12/17,17:00~18:00
內湖,羽球,羽1,2024/12/18,06:00~07:00
內湖,羽球,羽2,2024/12/18,06:00~07:00
內湖,羽球,羽3,2024/12/18,06:00~07:00
內湖,羽球,羽4,2024/12/18,06:00~07:00
內湖,羽球,羽5,2024/12/18,06:00~07:00
內湖,羽球,羽6,2024/12/18,06:00~07:00
內湖,羽球,羽1,2024/12/18,07:00~08:00
內湖,羽球,羽2,2024/12/18,07:00~08:00
內湖,羽球,羽4,2024/12/18,09:00~10:00
內湖,羽球,羽5,2024/12/18,09:00~10:00
內湖,羽球,羽6,2024/12/18,09:00~10:00
內湖,羽球,羽1,2024/12/18,10:00~11:00
內湖,羽球,羽5,2024/12/18,10:00~11:00
內湖,羽球,羽6,2024/12/18,10:00~11:00
內湖,羽球,羽1,2024/12/18,11:00~12:00
內湖,羽球,羽3,2024/12/18,13:00~14:00
內湖,羽球,羽4,2024/12/18,13:00~14:00
內湖,羽球,羽5,2024/12/18,13:00~14:00
內湖,羽球,羽1,2024/12/18,14:00~15:00
內湖,羽球,羽2,2024/12/18,14:00~15:00
內湖,羽球,羽4,2024/12/18,14:00~15:00
內湖,羽球,羽5,2024/12/18,14:00~15:00
內湖,羽球,羽1,2024/12/18,15:00~16:00
內湖,羽球,羽4,2024/12/18,15:00~16:00
內湖,羽球,羽5,2024/12/18,15:00~16:00
內湖,羽球,羽5,2024/12/18,16:00~17:00
內湖,羽球,羽6,2024/12/18,17:00~18:00
內湖,羽球,羽1,2024/12/19,06:00~07:00
內湖,羽球,羽2,2024/12/19,06:00~07:00
內湖,羽球,羽3,2024/12/19,06:00~07:00
內湖,羽球,羽4,2024/12/19,06:00~07:00
內湖,羽球,羽5,2024/12/19,06:00~07:00
內湖,羽球,羽6,2024/12/19,06:00~07:00
內湖,羽球,羽1,2024/12/19,07:00~08:00
內湖,羽球,羽2,2024/12/19,07:00~08:00
內湖,羽球,羽3,2024/12/19,07:00~08:00
內湖,羽球,羽4,2024/12/19,07:00~08:00
內湖,羽球,羽5,2024/12/19,07:00~08:00
內湖,羽球,羽6,2024/12/19,07:00~08:00
內湖,羽球,羽3,2024/12/19,08:00~09:00
內湖,羽球,羽4,2024/12/19,08:00~09:00
內湖,羽球,羽5,2024/12/19,08:00~09:00
內湖,羽球,羽4,2024/12/19,09:00~10:00
內湖,羽球,羽4,2024/12/19,10:00~11:00
內湖,羽球,羽3,2024/12/19,11:00~12:00
內湖,羽球,羽4,2024/12/19,11:00~12:00
內湖,羽球,羽5,2024/12/19,11:00~12:00
內湖,羽球,羽6,2024/12/19,11:00~12:00
內湖,羽球,羽1,2024/12/19,13:00~14:00
內湖,羽球,羽2,2024/12/19,13:00~14:00
內湖,羽球,羽4,2024/12/19,13:00~14:00
內湖,羽球,羽4,2024/12/19,14:00~15:00
內湖,羽球,羽5,2024/12/19,14:00~15:00
內湖,羽球,羽6,2024/12/19,14:00~15:00
